@relation bookkeeper_Train_Release_4

@attribute CyclomaticComplexity numeric
@attribute LineOfCode numeric
@attribute LineOfCodeNoComment numeric
@attribute NR numeric
@attribute Authors numeric
@attribute Age numeric
@attribute Churn numeric
@attribute MeanChurn numeric
@attribute MaxChurn numeric
@attribute LocAdded numeric
@attribute MaxLocAdded numeric
@attribute Buggy {false,true}

@data
8,84,59,3,1,4,84,28,83,9,5,false
2,58,32,2,1,4,58,29,58,5,3,false
9,123,95,3,1,4,123,41,122,7,4,false
12,369,263,0,0,19,369,0,369,0,0,false
17,231,180,4,2,4,231,57,224,12,6,false
39,586,493,3,1,4,586,195,585,59,48,false
29,366,302,4,1,4,366,91,365,24,14,false
7,99,71,3,1,4,99,33,98,9,4,false
2,41,18,0,0,4,41,0,41,0,0,false
1,66,37,1,1,4,66,66,65,13,13,false
1,54,19,2,2,4,54,27,45,1,1,false
1,47,6,1,1,4,47,47,47,4,4,false
8,183,93,3,2,4,187,62,185,20,16,false
4,49,26,0,0,4,49,0,49,0,0,false
1,50,24,0,0,4,50,0,50,0,0,false
7,98,61,1,1,4,98,98,97,2,2,false
5,138,94,0,0,4,138,0,138,0,0,false
1,43,18,0,0,4,43,0,43,0,0,false
1,42,18,0,0,4,42,0,42,0,0,false
5,56,30,0,0,4,56,0,56,0,0,false
9,162,118,1,1,4,162,162,162,1,1,false
461,6367,5842,1,1,4,6367,6367,6095,5855,5855,false
11,153,93,1,1,4,153,153,153,2,2,false
1,43,17,0,0,4,43,0,43,0,0,false
1,41,18,1,1,4,41,41,41,1,1,false
5,105,62,2,1,4,105,52,104,50,48,false
2,105,67,4,2,4,105,26,103,43,39,false
3,92,53,3,2,4,92,30,91,34,31,false
2,101,70,2,1,4,101,50,100,50,48,false
3,45,20,0,0,4,45,0,45,0,0,false
12,289,225,1,1,4,289,289,289,1,1,false
1,32,11,1,1,4,32,32,31,3,3,false
5,111,74,0,0,4,111,0,111,0,0,false
1,35,10,1,1,4,35,35,35,1,1,false
4,81,48,0,0,4,81,0,81,0,0,false
1,27,6,0,0,4,27,0,27,0,0,false
1,28,6,0,0,4,28,0,28,0,0,false
1,29,9,1,1,4,29,29,29,1,1,false
24,566,347,3,2,4,566,188,561,34,32,false
2,64,37,1,1,4,64,64,64,16,16,false
1,29,5,1,1,4,29,29,29,1,1,false
2,64,36,1,1,4,64,64,64,1,1,false
1,37,6,1,1,4,37,37,37,3,3,false
2,68,41,1,1,4,68,68,68,11,11,false
6,154,115,2,1,4,154,77,153,11,9,false
2,72,45,1,1,4,72,72,72,1,1,false
24,385,299,5,2,4,385,77,364,15,8,false
2,76,43,1,1,4,76,76,76,2,2,false
10,159,122,2,1,4,159,79,158,4,2,false
41,737,533,2,1,4,737,368,736,149,144,false
8,74,47,1,1,4,74,74,74,2,2,false
7,94,56,2,1,4,94,47,93,3,2,false
1,22,4,0,0,4,22,0,22,0,0,false
38,427,302,2,1,4,427,213,426,12,10,false
5,62,32,0,0,4,62,0,62,0,0,false
1,58,28,1,1,4,58,58,58,1,1,false
1,91,12,1,1,4,91,91,91,5,5,false
1,27,4,1,1,4,27,27,27,1,1,false
1,77,37,1,1,4,77,77,77,2,2,false
28,704,400,2,1,4,704,352,703,38,36,false
1,63,10,1,1,4,63,63,63,4,4,false
1,37,15,0,0,4,37,0,37,0,0,false
1,64,27,1,1,4,64,64,64,1,1,false
9,124,81,1,1,4,124,124,124,3,3,false
5,160,117,3,1,4,160,53,159,7,3,false
1,36,13,1,1,4,36,36,36,5,5,false
3,58,32,1,1,4,58,58,57,2,2,false
2,62,35,0,0,4,62,0,62,0,0,false
5,130,89,3,1,4,130,43,129,12,8,false
4,74,46,1,1,4,74,74,73,2,2,false
3,83,55,2,1,4,83,41,82,3,2,false
2,74,44,0,0,4,74,0,74,0,0,false
1,48,19,1,1,4,48,48,48,2,2,false
1,60,28,1,1,4,60,60,60,1,1,false
1,70,37,2,1,4,70,35,70,6,4,false
12,183,149,3,1,4,183,61,180,19,12,false
2,53,27,0,0,4,53,0,53,0,0,false
22,452,341,3,2,4,452,150,450,20,17,false
2,39,16,0,0,4,39,0,39,0,0,false
2,78,49,1,1,4,78,78,78,4,4,false
2,64,28,1,1,4,64,64,64,1,1,false
1,31,5,1,1,4,31,31,31,1,1,false
1,57,7,1,1,4,57,57,57,4,4,false
1,104,36,1,1,4,104,104,104,7,7,false
1,32,11,0,0,4,32,0,32,0,0,false
16,227,178,2,1,4,227,113,226,52,50,false
3,197,128,3,2,4,197,65,187,11,6,false
1,75,12,1,1,4,75,75,75,6,6,false
1,28,7,0,0,4,28,0,28,0,0,false
2,52,27,1,1,4,52,52,52,2,2,false
36,429,345,2,1,4,429,214,428,77,75,false
6,103,62,1,1,4,104,104,104,30,30,false
1,35,13,0,0,4,35,0,35,0,0,false
7,98,67,1,1,4,98,98,98,1,1,false
3,79,49,2,1,4,79,39,78,15,13,false
12,215,168,2,1,0,215,107,177,12,8,false
31,271,228,1,1,0,271,271,260,13,13,true
34,451,373,4,3,0,459,114,425,83,55,true
8,137,90,0,0,196,0,0,0,0,0,true
33,368,295,2,2,196,124,62,123,181,171,true
59,764,577,20,3,196,612,30,327,842,370,true
1,51,21,1,1,132,53,53,52,2,2,false
11,150,108,2,2,196,58,29,53,5,5,true
1,31,5,1,1,132,35,35,33,2,2,false
20,180,130,0,0,196,0,0,0,0,0,false
9,196,142,1,1,91,196,196,195,6,6,true
43,473,350,12,3,196,282,23,129,373,194,true
1,40,15,0,0,96,40,0,40,0,0,false
26,255,182,4,1,196,51,12,20,79,68,true
42,379,321,3,2,0,379,126,211,22,17,true
39,509,366,6,3,96,541,90,378,36,20,true
1,32,8,0,0,84,32,0,32,0,0,false
3,66,39,1,1,84,72,72,69,8,8,false
8,187,121,3,2,56,191,63,183,24,22,true
48,576,387,2,1,56,576,288,550,13,11,true
10,158,108,2,1,125,158,79,157,3,2,true
1,46,14,8,2,196,579,72,531,633,541,true
1,27,4,1,1,132,131,131,79,53,53,false
86,788,659,6,3,84,788,131,712,54,19,true
1,60,10,0,0,132,60,0,60,0,0,false
2,62,29,5,1,196,159,31,88,161,109,true
3,88,49,1,1,84,138,138,113,30,30,true
1,52,23,1,1,84,54,54,53,3,3,true
9,163,133,2,2,196,6,3,4,3,2,false
1,91,16,0,0,56,91,0,91,0,0,true
1,147,100,0,0,196,0,0,0,0,0,false
1,139,29,1,1,196,2,2,2,10,10,false
3,282,218,1,1,196,11,11,11,0,0,false
11,582,224,6,3,196,116,19,68,118,67,true
38,800,439,4,2,268,72,18,62,19,11,true
11,216,136,3,1,196,11,3,7,8,3,true
1,55,30,1,1,196,5,5,5,4,4,false
6,184,108,3,2,196,3,1,2,9,5,false
1,65,9,1,1,196,4,4,4,9,9,false
6,150,75,2,1,196,7,3,7,33,32,true
1,81,26,0,0,196,0,0,0,0,0,true
2,84,46,0,0,196,0,0,0,0,0,false
41,905,550,9,3,196,143,15,65,78,30,true
18,312,183,5,3,196,64,12,44,6,4,true
12,171,106,1,1,196,2,2,2,3,3,true
7,153,96,6,3,196,49,8,46,73,65,true
2,84,51,1,1,196,17,17,17,9,9,true
12,169,114,2,2,196,4,2,4,1,1,true
12,189,128,3,2,196,16,5,15,1,1,true
11,127,90,5,2,450,24,4,14,35,23,true
1,79,43,1,1,229,1,1,1,1,1,true
5,90,50,1,1,196,3,3,3,22,22,false
4,85,47,0,0,196,0,0,0,0,0,false
1,113,41,2,2,225,10,5,9,2,1,true
2,276,87,3,2,225,60,20,30,1,1,true
7,549,208,6,2,225,182,30,110,10,9,true
1,27,4,0,0,0,27,0,27,0,0,false
5,88,43,1,1,0,88,88,84,1,1,true
18,283,171,4,3,204,30,7,23,6,4,true
7,175,110,2,2,204,24,12,21,30,28,true
24,507,344,4,2,204,25,6,16,36,31,true
11,209,120,1,1,204,5,5,5,0,0,false
1,147,21,1,1,204,3,3,3,2,2,false
11,98,59,1,1,204,0,0,0,1,1,true
2,132,75,0,0,73,132,0,132,0,0,false
12,236,137,0,0,132,236,0,236,0,0,true
12,227,168,3,2,196,46,15,26,3,2,true
3,172,61,3,2,196,18,6,8,2,2,false
50,507,403,9,2,196,114,12,59,39,22,true
2,90,55,0,0,132,90,0,90,0,0,true
1,58,10,0,0,132,58,0,58,0,0,true
5,132,63,0,0,196,0,0,0,0,0,false
49,529,382,4,1,196,4,1,3,13,8,true
47,694,520,10,3,196,107,10,43,102,44,true
5,148,108,0,0,196,0,0,0,0,0,true
11,174,118,0,0,196,0,0,0,0,0,false
10,148,91,0,0,196,0,0,0,0,0,false
5,92,44,1,1,196,0,0,0,2,2,false
35,664,431,1,1,90,665,665,665,1,1,true
4,55,18,0,0,36,55,0,55,0,0,false
21,256,206,3,2,196,22,7,19,21,14,true
3,54,22,0,0,196,0,0,0,0,0,false
2,38,10,0,0,196,0,0,0,0,0,true
6,98,43,0,0,196,0,0,0,0,0,true
2,39,15,0,0,196,0,0,0,0,0,false
3,69,25,0,0,196,0,0,0,0,0,true
3,94,42,0,0,204,0,0,0,0,0,true
1,72,28,0,0,226,0,0,0,0,0,false
1,42,6,0,0,226,0,0,0,0,0,false
1,48,7,0,0,196,0,0,0,0,0,false
1,63,10,0,0,196,0,0,0,0,0,true
1,318,40,3,2,196,81,27,47,5,4,true
12,136,98,1,1,196,3,3,3,0,0,true
13,141,96,1,1,196,4,4,4,0,0,true
14,190,139,1,1,196,13,13,13,2,2,true
3,46,24,0,0,196,0,0,0,0,0,false
5,165,116,1,1,196,37,37,37,22,22,false
4,162,116,1,1,196,13,13,13,0,0,false
4,58,28,0,0,196,0,0,0,0,0,false
14,148,113,1,1,196,1,1,1,10,10,true
5,74,41,0,0,196,0,0,0,0,0,false
1,36,10,0,0,0,36,0,36,0,0,false
1,37,10,0,0,196,0,0,0,0,0,false
1,38,10,0,0,196,0,0,0,0,0,false
1,39,10,0,0,196,0,0,0,0,0,false
1,96,56,0,0,196,0,0,0,0,0,true
3,88,54,0,0,196,0,0,0,0,0,false
7,71,47,0,0,196,0,0,0,0,0,false
6,114,76,1,1,196,0,0,0,14,14,false
25,342,269,1,1,196,6,6,6,36,36,true
8,84,59,0,0,196,0,0,0,0,0,false
2,58,32,0,0,196,0,0,0,0,0,false
9,129,98,1,1,196,6,6,6,1,1,false
12,363,254,1,1,226,6,6,6,11,11,true
17,242,191,1,1,196,11,11,11,1,1,true
49,682,580,4,1,196,96,24,37,24,14,true
29,366,302,1,1,196,0,0,0,1,1,true
7,103,74,1,1,196,4,4,4,1,1,true
2,41,18,0,0,196,0,0,0,0,0,false
1,66,37,0,0,196,0,0,0,0,0,false
1,63,22,1,1,196,9,9,9,0,0,false
1,47,6,0,0,196,0,0,0,0,0,false
8,183,93,0,0,196,0,0,0,0,0,false
4,49,26,0,0,196,0,0,0,0,0,false
1,50,24,0,0,196,0,0,0,0,0,false
7,98,61,0,0,196,0,0,0,0,0,false
5,143,98,1,1,196,5,5,5,0,0,false
1,43,18,0,0,196,0,0,0,0,0,false
1,42,18,0,0,196,0,0,0,0,0,false
5,56,30,1,1,196,0,0,0,3,3,false
9,162,118,0,0,196,0,0,0,0,0,true
492,6523,5961,1,1,196,156,156,156,6348,6348,true
11,153,93,0,0,196,0,0,0,0,0,false
1,43,17,1,1,196,0,0,0,1,1,false
1,41,18,0,0,196,0,0,0,0,0,false
20,400,219,2,2,0,400,200,397,7,4,true
4,425,339,1,1,0,425,425,424,3,3,true
102,1041,864,1,1,0,1041,1041,1029,16,16,true
7,92,61,0,0,0,92,0,92,0,0,true
42,355,275,1,1,0,359,359,357,2,2,true
5,105,62,0,0,196,0,0,0,0,0,true
2,105,67,0,0,196,0,0,0,0,0,true
3,92,53,0,0,196,0,0,0,0,0,true
2,101,70,0,0,196,0,0,0,0,0,true
3,45,20,0,0,196,0,0,0,0,0,true
12,299,234,2,1,196,10,5,8,2,2,true
1,32,11,1,1,196,0,0,0,1,1,false
5,111,74,0,0,196,0,0,0,0,0,false
1,35,10,0,0,196,0,0,0,0,0,false
4,85,52,1,1,196,4,4,4,0,0,true
1,27,6,0,0,196,0,0,0,0,0,false
1,28,6,0,0,196,0,0,0,0,0,false
1,36,11,2,1,196,7,3,5,0,0,true
24,574,352,2,1,196,8,4,5,3,3,true
2,67,40,1,1,196,3,3,3,0,0,false
1,29,5,0,0,196,0,0,0,0,0,false
2,72,44,1,1,196,8,8,8,0,0,false
1,37,6,0,0,196,0,0,0,0,0,false
1,51,24,1,1,75,51,51,51,1,1,false
1,31,4,0,0,75,31,0,31,0,0,false
2,77,50,1,1,196,9,9,9,0,0,true
6,168,129,1,1,196,14,14,14,0,0,true
2,81,55,1,1,196,9,9,9,1,1,true
1,37,5,0,0,85,37,0,37,0,0,false
1,27,4,0,0,85,27,0,27,0,0,false
1,48,17,0,0,85,48,0,48,0,0,false
29,436,344,3,1,196,67,22,53,28,24,true
1,77,42,0,0,75,77,0,77,0,0,true
1,63,11,0,0,75,63,0,63,0,0,false
2,76,43,0,0,196,0,0,0,0,0,false
8,191,124,1,1,75,191,191,190,2,2,true
10,160,123,1,1,196,1,1,1,0,0,true
49,906,683,3,1,196,169,56,131,38,34,true
8,74,47,0,0,196,0,0,0,0,0,false
7,94,56,0,0,196,0,0,0,0,0,false
1,22,4,0,0,196,0,0,0,0,0,false
45,481,353,2,1,196,54,27,42,8,8,true
5,62,32,0,0,196,0,0,0,0,0,false
1,58,28,0,0,196,0,0,0,0,0,false
1,94,15,1,1,196,3,3,3,0,0,false
1,27,4,0,0,196,0,0,0,0,0,false
1,77,37,0,0,196,0,0,0,0,0,false
31,744,435,3,1,196,40,13,28,3,2,true
1,64,33,0,0,75,64,0,64,0,0,true
1,45,7,0,0,75,45,0,45,0,0,false
1,63,10,0,0,196,0,0,0,0,0,false
1,37,15,0,0,196,0,0,0,0,0,false
1,64,27,0,0,196,0,0,0,0,0,false
9,124,81,0,0,196,0,0,0,0,0,false
5,172,127,2,1,196,12,6,10,9,8,false
1,36,13,1,1,196,0,0,0,2,2,false
3,58,32,0,0,196,0,0,0,0,0,false
2,62,35,0,0,196,0,0,0,0,0,false
6,132,93,1,1,196,2,2,2,2,2,false
4,74,46,1,1,196,0,0,0,1,1,false
3,83,55,0,0,196,0,0,0,0,0,true
2,74,44,0,0,196,0,0,0,0,0,false
1,48,19,0,0,196,0,0,0,0,0,false
1,60,28,0,0,196,0,0,0,0,0,true
1,86,51,1,1,196,16,16,16,2,2,false
34,355,298,3,1,196,186,62,174,81,67,false
2,53,27,0,0,196,0,0,0,0,0,false
35,612,485,4,1,196,160,40,92,25,7,true
2,39,16,0,0,196,0,0,0,0,0,false
2,78,49,0,0,196,0,0,0,0,0,true
4,85,43,1,1,196,21,21,21,3,3,true
1,31,5,0,0,196,0,0,0,0,0,false
1,57,7,0,0,196,0,0,0,0,0,false
1,108,37,1,1,196,4,4,4,0,0,false
1,32,11,1,1,196,0,0,0,1,1,false
16,227,178,0,0,196,0,0,0,0,0,false
3,201,132,1,1,196,4,4,4,0,0,false
1,80,13,1,1,196,5,5,5,0,0,false
1,28,7,0,0,196,0,0,0,0,0,false
2,57,31,1,1,196,5,5,5,0,0,false
38,446,360,2,1,196,17,8,17,1,1,true
6,103,62,0,0,196,0,0,0,0,0,false
1,35,13,1,1,196,0,0,0,1,1,false
7,98,67,0,0,196,0,0,0,0,0,false
3,79,49,0,0,196,0,0,0,0,0,true
12,215,168,0,0,216,0,0,0,0,0,false
31,271,228,0,0,216,0,0,0,0,0,false
35,458,380,1,1,216,7,7,7,7,7,false
8,137,90,0,0,412,0,0,0,0,0,false
33,357,288,1,1,412,11,11,11,26,26,false
95,1242,982,17,3,412,510,30,153,157,40,true
1,51,21,0,0,480,0,0,0,0,0,false
11,154,111,1,1,412,4,4,4,1,1,false
1,31,5,0,0,480,0,0,0,0,0,false
47,928,707,4,3,219,938,234,684,17,12,false
20,180,130,0,0,412,0,0,0,0,0,false
16,260,204,3,2,398,64,21,61,37,27,false
46,551,415,6,3,412,78,13,43,45,19,false
1,40,15,0,0,407,0,0,0,0,0,false
36,361,269,3,1,412,106,35,62,3,2,true
44,388,328,2,2,216,9,4,6,9,8,false
1,51,7,0,0,25,51,0,51,0,0,false
46,577,425,7,3,408,76,10,59,54,19,false
1,32,8,0,0,384,0,0,0,0,0,false
3,66,39,0,0,384,0,0,0,0,0,false
8,188,123,8,2,328,37,4,18,40,21,true
45,582,393,6,3,328,18,3,7,24,9,false
10,158,108,1,1,466,0,0,0,2,2,false
1,50,16,1,1,412,4,4,4,0,0,false
1,27,4,0,0,480,0,0,0,0,0,false
96,928,769,9,2,384,150,16,72,67,21,true
1,60,10,0,0,480,0,0,0,0,0,false
2,62,29,1,1,412,0,0,0,2,2,false
3,87,48,1,1,384,1,1,1,5,5,false
1,52,23,1,1,384,0,0,0,1,1,false
15,268,170,2,2,92,268,134,240,2,1,false
9,163,133,0,0,412,0,0,0,0,0,false
1,109,18,1,1,328,18,18,18,1,1,false
1,147,100,0,0,412,0,0,0,0,0,false
1,58,26,1,1,219,58,58,58,1,1,false
1,44,15,0,0,219,44,0,44,0,0,false
7,106,65,0,0,25,108,0,108,0,0,false
1,139,29,0,0,412,0,0,0,0,0,false
3,326,258,4,1,412,44,11,11,0,0,false
13,648,244,10,3,412,104,10,66,55,18,false
40,778,431,13,3,484,330,25,145,341,221,false
16,314,215,3,2,412,102,34,99,24,12,true
1,55,30,0,0,412,0,0,0,0,0,false
7,191,115,1,1,412,7,7,7,0,0,false
1,90,15,2,1,412,25,12,14,13,11,false
20,273,187,3,1,154,281,93,274,12,7,false
5,137,65,4,2,412,19,4,15,29,24,false
1,79,29,3,2,412,6,2,4,15,10,false
2,82,45,1,1,412,2,2,2,2,2,false
5,147,77,4,2,154,147,36,112,21,19,false
19,422,287,3,1,152,422,140,298,95,89,false
39,978,594,12,3,412,185,15,91,265,77,false
26,467,318,9,3,412,181,20,102,118,52,true
13,189,119,3,2,412,60,20,38,38,32,false
7,153,96,2,2,412,0,0,0,2,1,true
2,84,51,0,0,412,0,0,0,0,0,false
8,182,127,5,3,412,55,11,34,47,32,false
28,358,272,12,3,412,425,35,122,269,139,true
10,126,88,3,2,666,1,0,1,10,5,false
3,106,68,2,1,445,27,13,27,4,3,false
6,109,70,2,1,412,19,9,15,17,15,false
4,85,47,0,0,412,0,0,0,0,0,false
2,236,92,5,2,441,129,25,54,4,4,false
2,314,95,4,1,441,110,27,36,36,36,true
7,694,256,6,3,441,145,24,50,8,7,true
1,27,4,0,0,216,0,0,0,0,0,false
5,89,44,1,1,216,1,1,1,2,2,false
20,301,188,7,3,420,234,33,123,185,150,true
6,153,105,5,3,420,34,6,19,71,34,false
4,92,60,3,2,213,102,34,72,5,5,false
26,466,325,5,3,420,53,10,30,169,113,true
4,93,61,3,2,213,103,34,72,5,5,false
9,244,134,5,3,420,57,11,35,43,18,false
1,192,51,2,2,420,135,67,90,90,84,false
20,250,148,4,2,420,168,42,109,84,39,true
1,109,25,2,1,157,109,54,64,0,0,false
39,601,490,1,1,37,781,781,691,151,151,false
77,565,485,12,3,157,567,47,394,62,21,false
7,69,42,1,1,213,69,69,65,3,3,false
2,77,46,0,0,4,77,0,77,0,0,false
4,94,66,0,0,4,94,0,94,0,0,false
33,337,286,0,0,4,337,0,337,0,0,false
2,214,144,0,0,4,214,0,214,0,0,false
1,79,13,0,0,4,79,0,79,0,0,false
1,25,4,0,0,4,25,0,25,0,0,false
1,84,32,0,0,4,84,0,84,0,0,false
1,34,13,0,0,4,34,0,34,0,0,false
2,33,12,0,0,4,33,0,33,0,0,false
1,104,23,0,0,4,104,0,104,0,0,false
1,172,22,0,0,4,172,0,172,0,0,false
1,70,22,0,0,4,70,0,70,0,0,false
9,140,91,0,0,36,140,0,140,0,0,false
8,154,107,0,0,4,154,0,154,0,0,false
13,248,148,1,1,480,12,12,12,1,1,false
16,275,217,2,1,412,48,24,34,14,7,false
3,176,62,1,1,412,4,4,4,0,0,false
62,624,502,10,3,412,121,12,46,24,6,false
2,91,56,1,1,480,1,1,1,2,2,true
1,58,10,0,0,480,0,0,0,0,0,true
5,132,63,1,1,412,0,0,0,1,1,false
293,4088,3763,6,2,205,4088,681,1493,26,13,false
49,558,401,2,2,412,33,16,31,4,4,false
55,727,551,7,3,412,49,7,30,56,23,true
5,150,109,1,1,412,2,2,2,2,2,true
50,503,411,3,1,4,503,167,234,74,62,true
23,325,226,5,2,4,325,65,269,90,83,true
19,273,202,5,2,106,287,57,267,20,9,false
6,136,98,2,1,144,142,71,139,6,5,false
1,56,20,0,0,106,56,0,56,0,0,false
1,74,33,2,1,4,74,37,63,7,7,false
30,357,280,7,1,147,359,51,289,109,87,true
11,174,118,0,0,412,0,0,0,0,0,false
10,148,91,0,0,412,0,0,0,0,0,false
5,92,44,0,0,412,0,0,0,0,0,false
1,45,22,1,1,41,45,45,45,1,1,false
11,168,87,1,1,92,168,168,166,3,3,false
2,77,30,0,0,219,77,0,77,0,0,false
35,664,431,0,0,396,0,0,0,0,0,false
10,88,41,1,1,287,33,33,33,0,0,false
21,260,210,3,3,412,6,2,5,9,4,false
3,54,22,0,0,412,0,0,0,0,0,false
2,48,14,1,1,412,10,10,10,5,5,false
7,140,71,2,2,412,42,21,33,0,0,false
10,152,69,1,1,213,152,152,129,0,0,false
2,39,15,0,0,412,0,0,0,0,0,false
2,131,74,0,0,25,131,0,131,0,0,false
2,47,20,0,0,219,47,0,47,0,0,false
5,129,59,2,2,412,60,30,58,4,2,false
1,43,6,0,0,219,43,0,43,0,0,false
12,243,136,4,2,420,193,48,88,33,31,false
4,62,28,1,1,213,62,62,32,1,1,false
1,45,21,0,0,213,45,0,45,0,0,false
7,94,50,0,0,4,94,0,94,0,0,false
1,72,28,0,0,442,0,0,0,0,0,false
1,42,6,0,0,442,0,0,0,0,0,false
1,48,7,0,0,412,0,0,0,0,0,false
1,89,14,2,1,412,26,13,25,2,1,false
1,380,50,3,2,412,62,20,34,1,1,false
12,138,99,1,1,412,2,2,2,2,2,true
12,142,96,2,1,412,3,1,2,4,3,true
14,191,140,1,1,412,1,1,1,4,4,false
3,46,24,0,0,412,0,0,0,0,0,false
5,165,116,0,0,412,0,0,0,0,0,false
4,171,120,2,1,412,9,4,9,3,3,false
3,56,26,1,1,412,2,2,2,12,12,false
14,179,136,3,2,412,31,10,18,4,2,false
5,74,41,0,0,412,0,0,0,0,0,false
1,36,10,0,0,216,0,0,0,0,0,false
1,37,10,0,0,412,0,0,0,0,0,false
1,34,10,0,0,143,34,0,34,0,0,false
1,34,9,0,0,16,34,0,34,0,0,false
1,38,10,0,0,412,0,0,0,0,0,false
1,39,10,0,0,412,0,0,0,0,0,false
8,156,99,0,0,113,156,0,156,0,0,false
7,84,60,0,0,88,84,0,84,0,0,false
3,117,74,3,2,412,33,11,27,54,43,false
1,94,58,2,1,412,10,5,8,7,4,false
6,71,48,2,2,412,6,3,3,18,14,false
1,183,47,7,2,412,253,36,200,322,297,false
7,85,61,2,2,412,3,1,2,25,18,false
10,183,98,1,1,113,183,183,139,0,0,false
3,70,40,1,1,137,70,70,70,1,1,false
1,54,9,0,0,113,54,0,54,0,0,false
1,160,32,0,0,113,160,0,160,0,0,false
3,125,81,9,2,442,360,40,296,343,309,false
11,151,112,6,2,412,211,35,150,210,189,false
28,421,365,9,2,412,571,63,416,534,489,true
13,219,138,3,2,113,219,73,198,3,3,false
1,50,23,0,0,113,50,0,50,0,0,false
1,42,17,1,1,172,42,42,25,0,0,false
