@relation openjpa_Train_Release_2

@attribute CyclomaticComplexity numeric
@attribute LineOfCode numeric
@attribute LineOfCodeNoComment numeric
@attribute NR numeric
@attribute Authors numeric
@attribute Age numeric
@attribute Churn numeric
@attribute MeanChurn numeric
@attribute MaxChurn numeric
@attribute LocAdded numeric
@attribute MaxLocAdded numeric
@attribute Buggy {false}

@data
2,80,40,3,2,37,82,27,81,9,6,false
4,134,81,3,2,37,134,44,134,17,9,false
2,101,64,3,2,37,101,33,101,15,9,false
1,173,121,4,2,37,174,43,171,30,23,false
15,204,144,4,2,37,218,54,211,38,19,false
3,83,49,2,2,37,83,41,83,5,5,false
2,76,43,3,2,37,78,26,77,11,6,false
19,185,139,3,2,37,185,61,178,5,5,false
3,62,31,2,2,37,70,35,66,4,4,false
2,46,17,1,1,37,46,46,46,0,0,false
2,54,24,3,2,37,57,19,56,2,1,false
4,70,38,2,2,37,70,35,70,3,3,false
2,44,18,2,2,37,53,26,49,4,4,false
1,55,27,3,2,37,59,19,57,9,6,false
7,202,146,3,2,37,202,67,202,22,16,false
9,75,47,2,2,37,75,37,75,8,8,false
1,72,18,3,2,37,94,31,83,14,11,false
19,237,184,5,2,37,237,47,232,37,27,false
1,103,21,1,1,37,103,103,103,0,0,false
1,101,64,2,2,37,101,50,101,5,5,false
3,80,42,1,1,37,80,80,80,0,0,false
10,213,150,0,0,3,213,0,213,0,0,false
9,181,130,3,2,37,186,62,184,25,15,false
3,30,20,1,1,6,30,30,29,6,6,false
16,175,117,4,2,37,177,44,176,22,13,false
1,44,13,1,1,37,44,44,44,0,0,false
1,79,46,3,2,37,79,26,79,15,9,false
1,44,13,1,1,37,44,44,44,0,0,false
3,164,116,4,2,37,167,41,163,30,23,false
13,152,115,5,2,37,155,31,154,12,6,false
1,71,38,3,2,37,73,24,72,13,7,false
1,71,38,3,2,37,73,24,72,12,6,false
1,42,10,1,1,37,42,42,42,0,0,false
23,449,332,6,3,37,465,77,450,31,14,false
1,44,10,1,1,37,44,44,44,0,0,false
1,29,6,1,1,37,29,29,29,0,0,false
3,53,24,2,2,37,55,27,54,2,2,false
3,58,28,2,2,37,60,30,59,2,2,false
3,87,52,2,2,37,87,43,87,4,4,false
9,133,93,3,2,37,133,44,133,14,8,false
2,165,117,4,2,37,166,41,163,27,20,false
1,40,13,2,2,37,41,20,41,1,1,false
1,40,13,2,2,37,41,20,41,1,1,false
2,85,48,3,2,37,87,29,86,12,6,false
9,76,49,2,2,37,76,38,76,8,8,false
1,72,39,3,2,37,74,24,73,11,6,false
1,53,25,2,2,37,53,26,53,3,3,false
7,107,70,3,2,37,107,35,107,13,7,false
78,680,538,6,2,37,682,113,633,27,20,false
3,117,77,2,2,37,117,58,117,4,4,false
2,68,35,2,2,37,70,35,69,2,2,false
1,38,8,1,1,37,38,38,38,0,0,false
1,36,8,1,1,37,36,36,36,0,0,false
38,344,264,8,2,37,370,46,352,50,25,false
1,57,30,3,2,37,59,19,58,6,4,false
1,40,13,1,1,37,41,41,41,0,0,false
7,266,191,3,2,37,266,88,266,21,15,false
1,139,93,4,2,37,140,35,138,24,17,false
2,60,28,1,1,37,61,61,61,0,0,false
13,222,162,4,2,37,254,63,238,60,30,false
2,159,111,4,2,37,162,40,158,30,23,false
2,51,22,2,2,37,51,25,51,1,1,false
1,48,19,1,1,37,49,49,49,0,0,false
1,48,19,1,1,37,49,49,49,0,0,false
8,198,143,4,2,37,199,49,196,27,20,false
3,165,108,5,2,37,180,36,171,31,17,false
1,156,42,3,2,37,166,55,161,18,13,false
7,192,119,3,2,37,192,64,188,19,14,false
75,957,621,1,1,37,957,957,957,0,0,false
26,341,223,1,1,37,341,341,341,0,0,false
1,112,27,1,1,37,112,112,112,0,0,false
7,125,69,1,1,37,125,125,125,0,0,false
24,411,257,2,2,37,411,205,383,4,4,false
16,173,109,1,1,37,173,173,173,0,0,false
1,69,18,2,2,37,69,34,69,2,2,false
1,82,19,2,2,37,82,41,82,2,2,false
55,1010,679,2,2,37,1016,508,1013,21,21,false
25,329,211,1,1,37,329,329,329,0,0,false
1,244,65,2,2,37,246,123,245,10,10,false
2,84,39,1,1,37,84,84,84,0,0,false
1,43,9,1,1,37,43,43,43,0,0,false
2,69,37,1,1,37,69,69,69,0,0,false
2,64,33,1,1,37,64,64,64,0,0,false
7,161,123,2,2,37,161,80,161,6,6,false
1,86,20,1,1,37,86,86,86,0,0,false
1,304,52,1,1,37,304,304,304,0,0,false
47,703,434,1,1,37,703,703,703,0,0,false
247,1749,1257,3,1,37,1751,583,1748,8,7,false
139,1179,852,4,2,37,1181,295,1135,28,24,false
5,68,35,1,1,37,68,68,68,0,0,false
95,1122,697,6,3,37,1138,189,1104,84,43,false
9,139,89,1,1,37,139,139,139,0,0,false
1,163,109,1,1,37,163,163,163,0,0,false
1,60,28,1,1,37,60,60,60,0,0,false
30,231,145,1,1,37,231,231,231,0,0,false
42,606,376,2,1,37,610,305,608,2,2,false
13,135,91,1,1,37,135,135,135,0,0,false
1,34,6,1,1,37,35,35,35,0,0,false
1,160,23,1,1,37,160,160,160,0,0,false
215,2053,1399,2,2,37,2053,1026,2053,3,3,false
8,93,56,1,1,37,93,93,93,0,0,false
1,149,67,1,1,37,149,149,149,0,0,false
1,131,26,1,1,37,131,131,131,0,0,false
1,67,17,1,1,37,67,67,67,0,0,false
1,99,21,2,2,37,99,49,99,2,2,false
1,265,57,2,2,37,265,132,265,4,4,false
75,534,421,2,1,37,538,269,536,3,3,false
26,318,212,1,1,37,318,318,318,0,0,false
20,365,234,1,1,37,365,365,365,0,0,false
4,86,44,2,1,37,94,47,90,4,4,false
1,74,19,1,1,37,74,74,74,0,0,false
1,79,45,1,1,37,79,79,79,0,0,false
3,89,47,2,2,37,89,44,89,2,2,false
2,173,116,2,2,37,175,87,174,10,10,false
1,78,43,1,1,37,78,78,78,0,0,false
1,58,31,2,2,37,58,29,58,2,2,false
1,67,34,1,1,37,67,67,67,0,0,false
1,48,20,1,1,37,48,48,48,0,0,false
1,59,29,1,1,37,59,59,59,0,0,false
5,80,48,1,1,37,80,80,80,0,0,false
2,63,32,1,1,37,63,63,63,0,0,false
10,123,86,2,1,37,123,61,123,1,1,false
1,48,20,1,1,37,48,48,48,0,0,false
35,262,192,1,1,37,262,262,262,0,0,false
9,130,80,2,2,37,130,65,124,1,1,false
70,1571,1203,2,2,37,1575,787,1573,13,13,false
23,169,111,2,2,37,169,84,169,4,4,false
9,92,56,1,1,37,92,92,92,0,0,false
4,65,35,1,1,37,65,65,65,0,0,false
11,133,95,1,1,37,133,133,133,0,0,false
55,399,329,2,2,37,403,201,401,13,13,false
16,254,201,2,2,37,256,128,255,10,10,false
38,257,177,2,2,37,259,129,258,4,4,false
3,83,49,1,1,37,83,83,83,0,0,false
6,95,62,1,1,37,95,95,95,0,0,false
9,145,93,2,2,37,145,72,144,3,3,false
1,96,28,2,2,37,96,48,96,3,3,false
1,149,41,2,2,37,149,74,149,7,7,false
13,230,182,2,2,37,237,118,234,10,10,false
43,421,349,2,2,37,438,219,430,22,22,false
8,174,118,2,2,37,176,88,175,9,9,false
6,104,68,1,1,37,104,104,104,0,0,false
3,93,58,1,1,37,93,93,93,0,0,false
6,110,74,1,1,37,110,110,110,0,0,false
3,80,46,1,1,37,80,80,80,0,0,false
16,258,188,2,2,37,262,131,260,6,6,false
1,86,43,1,1,37,86,86,86,0,0,false
1,55,21,1,1,37,55,55,55,0,0,false
1,51,17,1,1,37,51,51,51,0,0,false
1,52,18,1,1,37,52,52,52,0,0,false
2,60,25,1,1,37,60,60,60,0,0,false
2,46,20,1,1,37,46,46,46,0,0,false
4,81,49,1,1,37,81,81,81,0,0,false
55,399,331,2,2,37,401,200,400,5,5,false
11,84,46,1,1,37,85,85,85,0,0,false
2,94,59,2,2,37,94,47,94,5,5,false
2,93,59,2,2,37,93,46,93,5,5,false
93,730,609,5,2,37,742,148,731,44,29,false
5,167,122,2,2,37,173,86,170,14,14,false
5,167,122,2,2,37,173,86,170,14,14,false
16,207,135,1,1,37,207,207,207,0,0,false
31,311,247,3,2,37,311,103,309,11,6,false
24,267,214,4,2,37,289,72,276,21,11,false
29,321,220,1,1,37,321,321,321,0,0,false
52,518,388,2,2,37,536,268,527,35,35,false
16,256,195,2,2,37,258,129,257,5,5,false
23,162,119,2,2,37,162,81,161,3,3,false
2,61,33,2,2,37,63,31,62,4,4,false
1,48,21,1,1,37,48,48,48,0,0,false
1,43,16,1,1,37,43,43,43,0,0,false
7,119,81,2,2,37,119,59,119,3,3,false
11,129,90,2,1,37,129,64,129,1,1,false
10,151,110,1,1,37,151,151,151,0,0,false
74,707,458,1,1,37,707,707,707,0,0,false
10,287,137,1,1,37,287,287,287,0,0,false
10,185,87,1,1,37,185,185,185,0,0,false
22,278,203,2,1,37,284,142,281,3,3,false
1,63,24,1,1,37,64,64,64,0,0,false
9,143,88,1,1,37,143,143,143,0,0,false
4,100,55,1,1,37,100,100,100,0,0,false
75,684,401,2,1,37,684,342,683,2,2,false
5,82,31,1,1,37,82,82,82,0,0,false
17,190,136,1,1,37,190,190,190,0,0,false
20,184,95,1,1,37,184,184,184,0,0,false
6,74,31,2,1,37,74,37,73,1,1,false
4,82,38,1,1,37,82,82,82,0,0,false
1,39,13,1,1,37,39,39,39,0,0,false
25,259,152,1,1,37,259,259,259,0,0,false
1,39,5,1,1,37,39,39,39,0,0,false
145,944,680,2,1,37,944,472,943,2,2,false
44,400,239,2,1,37,402,201,401,1,1,false
1,62,10,1,1,37,62,62,62,0,0,false
1,78,13,1,1,37,78,78,78,0,0,false
194,1523,972,1,1,37,1523,1523,1523,0,0,false
39,232,189,1,1,37,232,232,232,0,0,false
9,206,108,2,1,37,212,106,209,3,3,false
12,186,130,2,2,37,187,93,180,4,4,false
75,689,452,2,1,37,695,347,692,3,3,false
43,493,348,1,1,37,493,493,493,0,0,false
1,53,15,1,1,37,53,53,53,0,0,false
55,602,427,2,1,37,602,301,601,2,2,false
63,442,318,2,1,37,446,223,444,2,2,false
3,95,65,1,1,37,95,95,95,0,0,false
29,846,637,3,2,37,848,282,847,9,6,false
8,151,118,1,1,37,151,151,151,0,0,false
3,92,61,1,1,37,93,93,93,0,0,false
1,42,19,1,1,37,42,42,42,0,0,false
1,35,10,1,1,37,35,35,35,0,0,false
7,144,109,1,1,37,144,144,144,0,0,false
404,3729,2673,6,2,37,3737,622,3721,32,10,false
42,592,519,1,1,37,592,592,592,0,0,false
4,93,60,1,1,37,93,93,93,0,0,false
11,171,107,1,1,37,171,171,171,0,0,false
2,58,34,1,1,37,58,58,58,0,0,false
13,159,114,1,1,37,159,159,159,0,0,false
30,310,253,2,2,37,310,155,309,3,3,false
17,253,182,1,1,37,253,253,253,0,0,false
7,115,82,1,1,37,115,115,115,0,0,false
5,112,80,1,1,37,112,112,112,0,0,false
6,189,119,2,2,37,190,95,151,1,1,false
57,403,307,1,1,37,403,403,403,0,0,false
1,39,6,1,1,37,39,39,39,0,0,false
1,72,16,2,2,37,72,36,71,4,4,false
46,912,674,4,2,37,916,229,900,28,16,false
19,533,407,3,2,37,535,178,534,6,5,false
8,166,115,1,1,37,166,166,166,0,0,false
141,1012,838,3,2,37,1026,342,1019,10,8,false
7,124,93,1,1,37,124,124,124,0,0,false
21,376,292,1,1,37,376,376,376,0,0,false
54,430,306,2,1,37,434,217,432,2,2,false
1,35,10,1,1,37,35,35,35,0,0,false
1,572,174,2,2,37,572,286,572,3,3,false
27,488,367,1,1,37,488,488,488,0,0,false
1,520,163,1,1,37,520,520,520,0,0,false
77,940,686,1,1,37,941,941,941,0,0,false
1,71,14,1,1,37,71,71,71,0,0,false
24,254,161,2,1,37,262,131,258,4,4,false
62,608,387,1,1,37,609,609,609,0,0,false
5,112,52,2,1,37,112,56,103,0,0,false
1,43,6,1,1,37,43,43,43,0,0,false
1,60,27,1,1,37,60,60,60,0,0,false
18,124,85,1,1,37,124,124,124,0,0,false
24,184,129,1,1,37,184,184,184,0,0,false
1,681,132,4,2,37,681,170,668,21,16,false
1,122,27,1,1,37,122,122,122,0,0,false
324,2834,2161,6,2,37,2841,473,2795,103,47,false
1,33,9,1,1,37,33,33,33,0,0,false
20,298,210,1,1,37,298,298,298,0,0,false
1,76,14,1,1,37,76,76,76,0,0,false
3,60,41,0,0,0,60,0,60,0,0,false
21,193,126,7,2,45,281,40,219,299,219,false
1,68,34,6,2,45,72,12,65,82,65,false
3,138,76,4,1,45,140,35,127,136,127,false
17,518,193,6,3,45,552,92,507,581,507,false
5,87,48,5,2,45,93,18,82,91,82,false
1,88,37,6,2,45,110,18,86,103,86,false
3,71,39,5,1,45,111,22,82,120,82,false
4,91,44,8,2,45,111,13,43,96,42,false
1,139,45,3,1,45,139,46,136,150,136,false
6,157,69,3,1,45,157,52,149,157,149,false
1,1364,251,8,3,45,1380,172,1324,1407,1324,false
35,1433,1144,13,3,45,1483,114,1352,1523,1352,false
8,140,96,6,2,45,142,23,58,77,58,false
1,63,15,4,2,45,73,18,65,77,68,false
11,127,78,9,2,45,168,18,123,158,123,false
5,139,75,4,1,45,139,34,132,137,132,false
1,46,19,3,1,45,46,15,41,44,41,false
52,439,292,5,2,45,441,88,403,410,403,false
32,319,206,7,2,45,325,46,307,325,307,false
5,55,29,5,1,45,59,11,50,56,50,false
2,150,74,4,2,45,150,37,136,148,140,false
1,137,60,4,2,45,137,34,133,137,133,false
1,258,34,4,2,45,282,70,242,286,242,false
1,74,14,3,1,45,74,24,71,84,74,false
6,87,53,3,1,45,87,29,81,83,81,false
1,32,6,3,1,45,32,10,28,29,28,false
4,232,180,3,1,45,232,77,216,220,216,false
5,145,95,3,1,45,145,48,137,139,137,false
22,242,171,6,2,45,254,42,226,248,226,false
81,592,470,9,4,45,643,71,563,620,563,false
53,333,262,5,2,45,377,75,307,356,307,false
30,216,157,4,1,45,242,60,211,242,211,false
1,62,18,3,1,45,62,20,58,66,58,false
1,30,4,3,1,45,30,10,27,29,27,false
1,135,18,4,1,45,143,35,130,155,130,false
41,672,485,7,2,45,700,100,644,682,644,false
43,465,336,4,2,45,465,116,432,436,432,false
2,64,24,3,1,45,64,21,58,61,58,false
1,49,14,3,1,45,49,16,45,50,45,false
1,30,4,3,1,45,30,10,27,29,27,false
16,173,120,4,1,45,183,45,160,181,160,false
2,79,38,3,1,45,83,27,74,82,74,false
1,56,23,4,1,45,58,14,52,57,52,false
1,36,6,3,1,45,36,12,32,36,32,false
1,46,21,3,1,45,46,15,41,42,41,false
1,48,22,3,1,45,48,16,43,44,43,false
144,1455,1076,6,2,45,1475,245,1336,1384,1336,false
44,529,323,6,2,45,547,91,492,530,492,false
1,138,25,3,1,45,138,46,135,139,135,false
27,529,374,4,1,45,531,132,498,508,498,false
1,72,13,3,1,45,72,24,69,72,69,false
1,24,4,3,1,45,24,8,20,22,20,false
1,72,13,3,1,45,72,24,69,72,69,false
41,1067,874,8,4,45,1117,139,1024,1149,1024,false
280,3525,2625,16,4,45,3637,227,3202,3487,3202,false
8,254,131,4,2,45,260,65,247,271,247,false
1,91,41,3,1,45,91,30,87,88,87,false
1,281,70,3,1,45,283,94,277,282,277,false
1,81,42,3,1,45,81,27,77,80,77,false
4,67,32,3,1,45,67,22,63,65,63,false
1,70,33,3,1,45,70,23,67,72,67,false
1,34,5,3,1,45,34,11,31,33,31,false
4,69,33,4,1,45,71,17,63,68,63,false
1,33,4,3,1,45,33,11,30,33,30,false
1,50,8,3,1,45,50,16,47,50,47,false
1,35,5,3,1,45,35,11,32,34,32,false
1,35,5,3,1,45,35,11,32,34,32,false
1,34,5,3,1,45,34,11,31,33,31,false
1,45,7,3,1,45,45,15,42,45,42,false
1,70,9,3,1,45,70,23,67,77,67,false
1,39,14,3,1,45,41,13,35,38,35,false
1,40,5,3,1,45,40,13,37,41,37,false
30,271,171,5,1,45,291,58,255,301,255,false
1,36,6,3,1,45,36,12,33,34,33,false
1,185,60,3,1,45,185,61,164,173,164,false
103,583,439,5,1,45,593,118,553,570,553,false
1,28,5,3,1,45,28,9,25,27,25,false
1,35,5,3,1,45,35,11,32,34,32,false
12,104,58,4,1,45,112,28,103,114,103,false
6,110,58,4,1,45,114,28,103,112,103,false
1,34,10,3,1,45,34,11,30,32,30,false
1,40,6,3,1,45,40,13,37,42,37,false
1,34,5,3,1,45,34,11,31,32,31,false
14,183,92,4,1,45,191,47,175,189,175,false
25,221,143,4,1,45,229,57,212,221,212,false
1,57,7,3,1,45,73,24,52,78,52,false
1,59,8,4,1,45,67,16,55,70,55,false
4,61,26,4,2,45,71,17,61,83,61,false
1,35,5,3,1,45,35,11,32,34,32,false
80,888,665,7,2,45,996,142,869,969,869,false
1,153,48,4,1,45,161,40,147,167,147,false
27,126,80,3,1,45,126,42,121,125,121,false
1,29,5,3,1,45,29,9,26,28,26,false
49,653,461,6,2,45,681,113,612,659,612,false
1,109,66,3,1,45,109,36,105,108,105,false
2,79,30,4,1,45,80,20,75,78,75,false
36,315,227,4,2,45,315,78,299,322,299,false
2,169,68,5,2,45,171,34,154,176,154,false
1,196,130,4,2,45,196,49,188,190,188,false
34,330,215,5,2,45,340,68,317,338,317,false
78,501,381,3,1,45,503,167,474,492,474,false
1,35,5,3,1,45,35,11,32,34,32,false
1,38,6,3,1,45,38,12,35,38,35,false
13,136,82,7,2,45,150,21,129,152,129,false
1,656,113,3,1,45,674,224,652,702,652,false
1,101,21,3,1,45,101,33,97,102,97,false
654,4793,3876,11,3,45,5179,470,4565,5041,4565,false
1,75,40,3,1,45,75,25,71,74,71,false
1,42,6,3,1,45,42,14,39,43,39,false
155,1345,1140,6,3,45,1647,274,1333,1642,1333,false
16,193,131,4,1,45,217,54,187,214,187,false
15,182,121,4,1,45,204,51,176,201,176,false
48,470,377,7,3,45,554,79,447,552,447,false
73,653,534,4,1,45,792,198,649,790,649,false
43,434,327,4,1,45,511,127,429,509,429,false
9,131,78,4,1,45,141,35,125,138,125,false
4,199,130,5,3,45,199,39,194,204,194,false
92,811,606,9,4,45,833,92,768,804,768,false
1,40,6,3,1,45,40,13,37,40,37,false
19,186,147,6,2,45,196,32,173,180,173,false
63,917,749,7,3,45,945,135,901,944,901,false
7,590,444,5,2,45,591,118,583,588,583,false
1,82,45,3,1,45,85,28,79,84,79,false
1,80,45,3,1,45,82,27,76,81,76,false
1,70,37,3,1,45,73,24,67,72,67,false
1,86,49,3,1,45,89,29,83,88,83,false
2,75,41,3,1,45,78,26,71,77,71,false
47,740,489,6,2,45,756,126,627,701,627,false
1,88,17,3,1,45,92,30,85,92,85,false
28,348,254,5,2,45,366,73,328,354,328,false
1,326,55,8,3,45,352,44,312,390,312,false
74,698,559,9,3,45,708,78,410,694,410,false
177,895,710,10,2,45,909,90,822,889,822,false
1,40,5,4,1,45,40,10,37,43,37,false
1,79,42,3,1,45,82,27,76,82,76,false
2,62,23,3,1,45,64,21,58,63,58,false
61,406,270,3,1,45,408,136,385,396,385,false
23,201,142,4,1,45,214,53,187,204,187,false
1,40,6,3,1,45,40,13,37,42,37,false
1,108,16,4,1,45,108,27,103,120,103,false
24,259,197,5,2,45,267,53,237,281,237,false
1,38,14,3,1,45,38,12,34,35,34,false
18,740,552,5,2,45,750,150,728,745,728,false
1,52,18,4,1,45,52,13,48,57,48,false
5,124,57,3,1,45,124,41,119,128,119,false
1,491,82,5,2,45,500,100,488,542,488,false
10,107,68,3,1,45,108,36,102,105,102,false
1,104,20,4,2,45,112,28,102,122,102,false
28,308,206,4,2,45,308,77,294,305,294,false
1,39,8,4,2,45,43,10,34,43,34,false
22,459,170,4,1,45,474,118,453,485,453,false
1,81,45,3,1,45,84,28,78,83,78,false
1,36,11,3,1,45,38,12,32,37,32,false
1,87,50,3,1,45,89,29,83,88,83,false
1,86,49,3,1,45,89,29,83,88,83,false
1,88,51,3,1,45,91,30,85,90,85,false
1,35,10,3,1,45,37,12,31,36,31,false
1,91,53,3,1,45,93,31,87,92,87,false
2,86,50,3,1,45,88,29,82,87,82,false
1,76,42,3,1,45,78,26,72,76,72,false
1,65,32,3,1,45,68,22,62,68,62,false
1,59,29,3,1,45,62,20,56,60,56,false
8,118,79,4,2,45,123,30,114,122,114,false
1,189,35,3,1,45,198,66,187,200,187,false
1,284,55,4,1,45,294,73,282,306,282,false
1,53,7,3,1,45,53,17,50,57,50,false
215,2191,1728,8,2,45,2319,289,2108,2250,2108,false
4,59,30,8,2,45,71,8,59,73,59,false
1,48,6,4,1,45,48,12,45,52,45,false
7,77,48,5,2,45,83,16,74,87,74,false
1,40,6,3,1,45,40,13,37,40,37,false
53,349,266,4,1,45,357,89,330,344,330,false
24,207,144,3,1,45,209,69,190,196,190,false
21,213,139,3,1,45,215,71,201,208,201,false
1,36,5,3,1,45,36,12,33,35,33,false
1,70,15,3,1,45,70,23,66,75,66,false
160,838,635,4,2,45,838,209,800,812,800,false
311,2988,2301,13,3,45,3158,242,2831,3176,2831,false
1,435,75,6,3,45,441,73,430,479,430,false
1,423,55,8,3,45,435,54,416,525,416,false
1,317,65,5,2,45,321,64,308,341,308,false
1,59,28,3,1,45,62,20,55,60,55,false
1,70,37,3,1,45,73,24,67,72,67,false
1,37,10,3,1,45,39,13,33,39,33,false
1,64,31,3,1,45,64,21,59,63,59,false
1,135,88,3,1,45,137,45,131,135,131,false
1,36,11,3,1,45,38,12,32,37,32,false
1,63,26,3,1,45,63,21,58,60,58,false
1,63,26,3,1,45,63,21,58,60,58,false
57,330,261,7,3,45,336,48,310,319,310,false
8,136,57,4,1,45,143,35,132,148,132,false
8,67,39,4,2,45,69,17,60,66,60,false
46,482,316,7,2,45,487,69,447,464,447,false
1,24,12,0,0,6,24,0,24,0,0,false
1,38,11,3,1,45,38,12,34,37,34,false
7,94,57,5,2,45,96,19,84,95,84,false
1,69,12,4,1,45,69,17,65,76,65,false
3,90,46,5,2,45,94,18,82,94,82,false
2,55,27,3,1,45,56,18,49,52,49,false
1,67,34,4,2,45,68,17,57,60,57,false
2,55,27,3,1,45,55,18,48,51,48,false
6,80,46,4,2,45,88,22,77,91,77,false
1,30,5,3,1,45,30,10,26,28,26,false
6,62,31,3,1,45,62,20,56,59,56,false
1,43,13,3,1,45,44,14,40,44,40,false
1,43,13,3,1,45,44,14,40,44,40,false
7,76,41,3,1,45,76,25,69,75,69,false
3,89,44,4,2,45,90,22,79,84,79,false
3,81,36,4,2,45,90,22,82,90,82,false
21,184,129,6,2,45,202,33,158,171,158,false
3,73,39,4,2,45,77,19,70,81,70,false
3,82,46,4,2,45,82,20,68,71,68,false
3,68,34,5,2,45,73,14,64,76,64,false
1,30,5,3,1,45,31,10,27,29,27,false
4,80,41,4,2,45,81,20,69,73,69,false
1,42,12,3,1,45,43,14,39,43,39,false
1,42,12,3,1,45,43,14,39,43,39,false
3,49,20,3,1,45,49,16,45,48,45,false
1,41,15,4,2,45,57,14,45,55,45,false
2,68,35,6,2,45,87,14,71,92,71,false
1,38,11,3,1,45,39,13,35,38,35,false
2,38,12,3,1,45,38,12,34,37,34,false
1,37,11,3,1,45,40,13,34,38,34,false
5,79,38,5,2,45,87,17,70,81,70,false
1,30,4,4,2,45,30,7,23,27,23,false
1,406,73,4,2,45,412,103,398,418,398,false
1,61,14,3,1,45,61,20,57,60,57,false
1,31,7,0,0,6,31,0,31,0,0,false
9,89,55,4,2,45,90,22,86,98,86,false
1,86,12,4,1,45,92,23,82,104,82,false
1,57,25,0,0,3,57,0,57,0,0,false
1,54,23,4,2,45,58,14,52,63,52,false
2,38,12,3,1,45,41,13,35,39,35,false
2,38,12,3,1,45,41,13,35,39,35,false
55,725,541,6,3,45,733,122,688,705,688,false
2,68,36,4,2,45,70,17,64,75,64,false
1,66,28,4,2,45,66,16,56,59,56,false
8,72,41,4,2,45,73,18,63,66,63,false
2,38,12,3,1,45,41,13,35,39,35,false
2,38,12,3,1,45,41,13,35,39,35,false
1,69,35,4,2,45,85,21,72,83,72,false
1,47,12,3,1,45,48,16,44,47,44,false
4,71,40,4,1,45,74,18,64,69,64,false
1,68,33,4,2,45,70,17,65,76,65,false
3,50,22,3,1,45,50,16,46,49,46,false
3,50,22,3,1,45,50,16,46,49,46,false
1,38,11,3,1,45,39,13,35,38,35,false
1,38,11,3,1,45,39,13,35,38,35,false
1,37,11,3,1,45,40,13,34,38,34,false
1,54,23,4,2,45,55,13,45,48,45,false
1,39,14,4,2,45,55,13,43,53,43,false
1,59,28,4,2,45,60,15,49,52,49,false
1,65,32,4,2,45,82,20,69,80,69,false
1,36,6,3,1,45,36,12,32,34,32,false
1,42,7,4,2,45,42,10,37,40,37,false
10,109,66,4,2,45,109,27,59,64,59,false
1,51,8,3,1,45,51,17,48,54,48,false
3,46,20,3,1,45,46,15,42,44,42,false
1,40,13,3,1,45,40,13,36,39,36,false
2,38,12,3,1,45,38,12,34,37,34,false
3,59,26,3,1,45,69,23,58,69,58,false
